polars_filtering_duration,pandas_filtering_duration
0.01662588119506836,0.2524261474609375
0.010555028915405273,0.03152275085449219
0.010278940200805664,0.03189802169799805
0.010632991790771484,0.03202009201049805
0.010648965835571289,0.031225919723510742
0.01011800765991211,0.03197216987609863
0.010245084762573242,0.031687021255493164
0.010122299194335938,0.03154110908508301
0.010313987731933594,0.031614065170288086
0.010331153869628906,0.031909942626953125
0.010338068008422852,0.03155183792114258
0.011240959167480469,0.03188204765319824
0.011054039001464844,0.03248000144958496
0.01029205322265625,0.03424191474914551
0.010273933410644531,0.03148007392883301
0.01028299331665039,0.03149890899658203
0.010448217391967773,0.0311737060546875
0.010322093963623047,0.031145811080932617
0.010384798049926758,0.031221866607666016
0.010537147521972656,0.03142595291137695
0.010388851165771484,0.031511783599853516
0.010284185409545898,0.03189992904663086
0.010194778442382812,0.03158307075500488
0.010186910629272461,0.03130793571472168
0.01049184799194336,0.032035112380981445
0.010905027389526367,0.03198599815368652
0.010461807250976562,0.03239917755126953
0.010345935821533203,0.03154897689819336
0.010367870330810547,0.03148078918457031
0.01042318344116211,0.0316469669342041
0.010267972946166992,0.0314631462097168
0.010270118713378906,0.03181600570678711
0.010233163833618164,0.03185391426086426
0.010248899459838867,0.031409263610839844
0.010340213775634766,0.03160905838012695
0.01024484634399414,0.03134512901306152
0.01028585433959961,0.03148794174194336
0.010351181030273438,0.0314180850982666
0.010320901870727539,0.03128623962402344
0.010274887084960938,0.031720876693725586
0.010265827178955078,0.031520843505859375
0.010277986526489258,0.03173708915710449
0.01075601577758789,0.03149294853210449
0.01035618782043457,0.031411170959472656
0.010375022888183594,0.03138613700866699
0.010289192199707031,0.03159689903259277
0.010246992111206055,0.03170919418334961
0.010530948638916016,0.0312960147857666
0.010401010513305664,0.03165602684020996
0.0103759765625,0.031423091888427734
0.010200023651123047,0.03137993812561035
0.010277986526489258,0.032073974609375
0.010315179824829102,0.03130030632019043
0.010474681854248047,0.03134298324584961
0.010303974151611328,0.031495094299316406
0.010252237319946289,0.03219103813171387
0.010564088821411133,0.03156900405883789
0.010585784912109375,0.03132295608520508
0.010441064834594727,0.031089305877685547
0.010503768920898438,0.03137516975402832
0.010237932205200195,0.03154778480529785
0.010365009307861328,0.03152894973754883
0.010320901870727539,0.031355857849121094
0.010214805603027344,0.03140711784362793
0.010248184204101562,0.03162693977355957
0.010277748107910156,0.03161001205444336
0.010206937789916992,0.03148508071899414
0.010193109512329102,0.03178811073303223
0.010384082794189453,0.03151583671569824
0.010187864303588867,0.031157970428466797
0.010303020477294922,0.031538963317871094
0.010380029678344727,0.03131103515625
0.010388851165771484,0.03139686584472656
0.010377883911132812,0.0316159725189209
0.010236263275146484,0.03202390670776367
0.010265111923217773,0.031629085540771484
0.010271072387695312,0.031501054763793945
0.01022481918334961,0.031355857849121094
0.010232925415039062,0.03132796287536621
0.010413169860839844,0.03176617622375488
0.010304927825927734,0.03138303756713867
0.010361909866333008,0.031346797943115234
0.010315179824829102,0.03135800361633301
0.010571002960205078,0.031606197357177734
0.010317087173461914,0.03143787384033203
0.010258197784423828,0.0313718318939209
0.010304927825927734,0.03155398368835449
0.010278940200805664,0.03143191337585449
0.010298967361450195,0.031202077865600586
0.010281801223754883,0.031225919723510742
0.010219097137451172,0.03123617172241211
0.010324954986572266,0.03167104721069336
0.010212898254394531,0.031401872634887695
0.010236978530883789,0.031681060791015625
0.01029515266418457,0.031867027282714844
0.010415077209472656,0.03191781044006348
0.010304927825927734,0.031822919845581055
0.010349035263061523,0.03133392333984375
0.010337114334106445,0.03151106834411621
0.010339021682739258,0.031774044036865234
