polars_read_duration,pandas_read_duration
0.8129169940948486,9.021613836288452
0.6528420448303223,9.748922109603882
0.5984220504760742,10.496100187301636
0.590623140335083,9.80509328842163
0.5940227508544922,9.708333015441895
0.5711851119995117,9.512002229690552
0.5659291744232178,9.39319896697998
0.5415308475494385,9.387050151824951
0.5542352199554443,9.58971095085144
0.5652611255645752,9.497618913650513
0.5628700256347656,9.647592067718506
0.5447969436645508,9.475507974624634
0.5474770069122314,9.492094993591309
0.5453979969024658,9.46580719947815
0.584846019744873,9.841072082519531
0.5809342861175537,9.483538150787354
0.5766711235046387,9.661713123321533
0.5841381549835205,9.924947023391724
0.5949568748474121,9.705284118652344
0.5712120532989502,9.663568019866943
0.5910520553588867,9.705082178115845
0.5826528072357178,9.654606819152832
0.5819907188415527,9.692763090133667
0.5712430477142334,9.51068639755249
0.5443980693817139,9.404581785202026
0.553321361541748,9.470045804977417
0.5462338924407959,9.584203004837036
0.5495378971099854,9.47822093963623
0.5503292083740234,9.493859052658081
0.5555942058563232,9.594821214675903
0.5507621765136719,9.543016910552979
0.5606229305267334,9.508650064468384
0.6265411376953125,10.249536037445068
0.615898847579956,9.708003044128418
0.6170878410339355,9.60459589958191
0.5754389762878418,9.566571950912476
0.577937126159668,9.4792959690094
0.5661780834197998,9.395886898040771
0.5857541561126709,9.363069772720337
0.5506558418273926,9.448405981063843
0.5126180648803711,9.317682027816772
0.5177421569824219,9.32021689414978
0.5533359050750732,9.351818084716797
0.5332968235015869,9.375708818435669
0.5250260829925537,9.353733777999878
0.6009130477905273,10.479050874710083
0.5762441158294678,9.999642848968506
0.5761396884918213,9.53192138671875
0.551724910736084,9.65511703491211
0.5610549449920654,9.646133184432983
0.5490608215332031,9.636436939239502
0.5543379783630371,9.593183040618896
0.5615170001983643,9.554283618927002
0.5596132278442383,9.685557842254639
0.5661108493804932,9.738683938980103
0.5657000541687012,9.693269968032837
0.6006700992584229,9.683856010437012
0.5616817474365234,9.662588834762573
0.5451359748840332,9.703979969024658
0.5644958019256592,9.635642766952515
0.5551187992095947,9.716793060302734
0.5725541114807129,9.695299863815308
0.5581870079040527,9.59502100944519
0.5522820949554443,9.698283195495605
0.5494592189788818,9.645272016525269
0.5544371604919434,9.509413242340088
0.5623385906219482,9.612439155578613
0.565155029296875,9.69474482536316
0.565640926361084,9.562068939208984
0.5992088317871094,9.83702278137207
0.5805988311767578,9.735420227050781
0.5622398853302002,9.518296957015991
0.5360832214355469,9.516051054000854
0.5634431838989258,9.673601865768433
0.5742671489715576,9.681933164596558
0.5638582706451416,9.665776252746582
0.5708258152008057,9.704936981201172
0.5554637908935547,9.619038105010986
0.5586848258972168,9.569069147109985
0.5810971260070801,9.848153114318848
0.5721127986907959,9.628046035766602
0.5493979454040527,9.568575143814087
0.5611209869384766,9.632638931274414
0.5565071105957031,9.654247045516968
0.5555646419525146,9.584346055984497
0.5760951042175293,9.66667914390564
0.559722900390625,9.629566192626953
0.5606350898742676,9.603392124176025
0.5494868755340576,9.620285987854004
0.5692811012268066,9.625055313110352
0.557579755783081,9.703602075576782
0.5792129039764404,9.762978076934814
0.5844309329986572,9.656697034835815
0.6522121429443359,10.49823808670044
0.6133682727813721,9.809338092803955
0.6237943172454834,9.804039001464844
0.5726912021636963,9.79252290725708
0.5585720539093018,9.524909973144531
0.5837650299072266,10.010009288787842
0.6032640933990479,9.776441097259521
